Rbr;Tekst;Odgovor;Tezina
494;Koja se biljka koristi za dobivanje poznate hvarske čipke, pri čemu sirovinu čine tanke, bijele niti izvučene iz njezina svježeg lišća?;AGAVA;4
495;Aplikacije za dopisivanje poput WhattsAppa i Telegrama te e-mail servisi koriste sustav enkripcije poznat pod akronimom E2EE. Ako posljednje "E" označava enkripciju", koju riječ označavaju prva dva slova "E" u akronimu?;END;4
496;S gotovo 350 promila Don Juan i Vanda medu najslanijim su jezerima na svijetu. Na kojem se kontinentu, u dolini Wright, nalaze ta slana jezera?;ANTARKTIKA;4
497;U kojem je gradu rođen Paolo Caliari, slikar visoke renesanse i manirizma, uz Tiziana i Tintoretta najistaknutiji predstavnik venecijanskog cinquecenta? Teme su mu uglavnom biblijske i alegorijsko-mitološke, a osobito su ga privlačili motivi gozbi koje je slikao na velikim platnima.;VERONA (Paolo Veronese);5
498;Blaženi Pino Puglisi, svećenik koji je ubijen u Palermu u rujnu 1993., službeno se smatra prvim mučenikom Crkve kojega je ubila koja organizacija?;COSA NOSTRA;4
499;U suradnji sa sinom Andreom, koji je slavni skladatelj komponirao glazbu za film Cinema paradiso Giuseppea Tornatorea?;Ennio MORRICONE;4
500;Uz nazive Prva bitka kod Tannenberga i Bitka kod Grunwalda, pod kojim je "sportskim" imenom još poznata bitka u kojoj su se u srpnju 1410. godine sukobile vojska teutonskog viteškog reda i snage Poljsko-Litavske Unije?;Bitka kod ŽALGIRISA;5
501;Nastao prema američkom slengovskom izrazu za mladu ženu, koji anglizam označava prozu u kojoj su junakinje urbane mlade žene (osobito one single") u kasnim dvadesetim i ranim tridesetim, s karijerom i financijski neovisne, obično u potrazi za onim pravim? Rodonačelnice su toga žanra nastalog sredinom devedesetih Helen Fielding, Melissa Banks, Candace Bushnell, Emma McLaughlin.;CHICK LIT;2
502;Koja poznata pjesma The Clasha iz 1982. godine ime dijeli s pet godina kasnijim filmom Alexa Coxa?;STRAIGHT TO HELL;4
503;Obranu Sokratovu mnogi stručnjaci smatraju njegovim najstarijim djelom. Koji filozof u tom spisu filozofski i književno oblikuje Sokratovu obranu pred atenskim sucima, idealizirajući Sokratov lik kao filozofski i etički upućena čovjeka i karakterno ispravna pojedinca u odnosu na neuko i pokvareno mnoštvo atenskoga društva i njegova sustava?;PLATON;3
504;Koja životinja na slici Henrija Rousseaua iz 1897. godine u pustinji posjećuje usnulu afričku Ciganku u orijentalnoj nošnji, s mandolinom pokraj sebe?;LAV;4
505;U kojem se gradu na jugozapadu Engleske nalazi gotička katedrala Blažene Djevice Marije, koja posjeduje najbolje sačuvanu originalnu kopiju Magne Carte?;SALISBURY;4
506;Dijeleći ime s početnim dijelom radnje prije prve korske pjesme u starijoj grčkoj tragediji, kako se zove programski jezik za logičko programiranje i umjetnu inteligenciju, koji je 1972. godine razvio francuski informatičar Alain Colmerauer?;PROLOG;4
507;Koji je ruski skladatelj autor Koncerta za klavir br. 3 u d-molu iz 1909. godine, koje se smatra tehnički najzahtjevnijim djelom ikad namijenjenim za klavirski repertoar?;Sergej Vasiljevič RAHMANJINOV;4
508;Pretečom kojega je uređaja, kojim je dobio zapis na papiru, fiziolog Augustus Desiré Waller 1882. snimio svoga psa umočivši mu sve četiri šape u otopinu srebrovaklorida, postavivši tako temelje na kojima je nizozemski fiziolog Willem Einthoven usavršio prvi praktični mehanizam rada, za što je 1924. godine nagraden Nobelovom nagradom?;EKG / ELEKTROKARDIOGRAF;4
509;Koja se boja, uz ime Hrvatske, koristila u nazivu kojim se u Ljetopisu popa Dukljanina označuje područje od mjesta Dalme do grada Bambalone, tj. do Drača u Albaniji, a upotrebljavali su ga poslije i drugi srednjovjekovni pisci i kroničari?;CRVENA;4
510;Osim glavnog lika Bérengera, u koju se porodicu životinja, jedan po jedan pretvaraju stanovnici francuskog provincijskog grada u istoimenoj drami Eugenea Ionesca iz 1959. godine?;NOSOROG;4
511;Slobodnim prijevodom s tamošnjih jezika mossi i dioula u značenju  "zemlja poštenih ljudi", kako se od 1984. godine zove država nekoć poznata kao Gornja Volta?;BURKINA FASO;5
512;Najpoznatije umjetničko djelo unutar gentske katedrale sv. Bavona jest petnaestostoljetni oltarni poliptih koje slikarske braće?;VAN EYCK (Hubert i Jan);5
513;Afera "Iran-Contra" bila je politički skandal za vrijeme drugog Reaganova mandata, kada su visoki službenici njegove administracije ilegalno prodavali oružje Iranu u borbi s Irakom, a sredstva od prodaje namijenili antikomunističkim pobunjenicima u borbi protiv vlade koje latinoameričke države?;NIKARAGVA;4
514;S latinskog preveden kao  "pođi sa mnom", koji se izraz koristi za knjige koje služe kao priručnici, tumači ili savjetnici za razne struke? Ime dijeli s Henkelovim brendom zubnih pasta.;VADEMECUM;4
515;Imenovana po švedskom nobelovcu, svedberg je posebna jedinica sedimentacijskog koeficijenta definirana prema kojoj mjernoj jedinici SI-a?;SEKUNDA;4
516;Skraćeno na dva ista slova, kako se označava pozicija igrača u bejzbolu ili softbolu između druge i treće baze, koja se smatra jednom od najzahtjevnijih obrambenih pozicija u tim sportovima?;SS ("Shortstop");4
517;Ondje se nekad na burzi trgovalo s 80 posto svih sirovih dijamanata i s oko polovicom svih brušenih dijamanata koji se uopće prodaju u svijetu. Koji belgijski grad zbog toga zovu gradom dijamanata"?;ANTWERPEN;5
518;Jedinstven u Hrvatskoj po pojavi prizmatskoga lučenja albitnog riolita (eruptivne stijene), Rupnica je napušteni kamenolom kraj Voćina i jedinstveni geološki spomenik prirode, smješten u kojem slavonskom parku prirode?;PAPUK;4
519;Koji se čuveni rukopis od sačuvane 234 stranice, nepoznata pisma i autora, nalazi u Dvorani za rijetke knjige knjižnice Sveučilišta Yale pod kataloškim brojem MS 408?;VOYNICHEV rukopis;4
520;Koji su hrvatski grad Rimljani zvali Castrum Iovia (Jupiterova vojna utvrda) jer su smatrali da je u sredini njima poznatog svijeta, pa je danas na njegovu središnjem trgu ucrtan niz koncentričnih krugova s mjedenom pločom u sredini središtem Zemlje?;LUDBREG;4
521;Osnovana u New Yorku 1939. godine, kako se zove jedna od najznačajnijih izdavačkih kuća u povijesti jazza, čije ime dolazi iz glazbenog žargona i predstavlja  "misterioznu" mikrotonalnu notu, poznatu i kao  "savijena nota"?;BLUE NOTE Records;3
522;Nastala djelomično inspirirana pozom Michelangelova Umirućeg roba, skulptura Brončano doba Augustea Rodina originalno je izrađena od kojeg materijala?;BRONCA;3
523;Pjesmu I Dreamed a Dream, koju je svojim nastupom u showu Britain's Got Talent popularizirala Susan Boyle, originalno izvodi lik Fantine u prvom činu kojega mjuzikla, nastala prema istoimenom romanu?;JADNICI;3
524;Sudeći po naslovu, koliko je zajedno ljubavnih i očajničkih pjesama u naslovu zbirke Pabla Nerude iz 1924. godine, najprodavanije pjesničke knjige na španjolskom jeziku?;21 (Dvadeset ljubavnih i jedna očajnička pjesma);5
525;Nazvana tako zbog oskudnosti prirodnih i ostalih resursa, pustinja Blaca prostire se na pedeset i šest hektara od Dragovoda sve do uvale Blaca na kojem otoku?;BRAČ;4
526;More i Sinbadov brod, Priča princa Kalendera, Princ i princeza te Festival u Bagdadu naslovi su stavaka koje simfonijske suite Nikolaja Rimski-Korsakova iz 1888. godine, nazvane po legendarnom ženskom liku?;ŠEHEREZADA;4
527;Kako se naziva seksualna privlačnost usmjerena prema osobama u kasnijoj fazi adolescencije između 15 i 19 godina?;EFEBOFILIJA;5
528;Kako se zove skijalište i resort u Kaliforniji, gradeno od 1956. godine i u potpunosti dovršeno za Zimske olimpijske igre 1960.?;SQUAW VALLEY;5
529;Uz kvadraturu kruga i trisekciju kuta, kako se, prema otoku u Cikladima i Apolonovu svetištu, zove treći klasični problem antičke geometrije koji se svodi na geometrijsku konstrukciju rješenja kubne jednadžbe x3 = 2a3?;DELSKI problem;5
530;Koji je bivši svjetski šahovski prvak 2002. godine sudjelovao u meču poznatom kao "Brains in Bahrain" odigravši s računalnim programom Deep Fritz 7 neodlučeno 4-4?;Vladimir KRAMNIK;5
531;Predstavljen 1968. godine, koji je Mattelov brend dječjih igračaka svojevremeno sponzorirao drag-vozače Dona Prudhommea i Toma McEwena te NASCAR-ove natjecatelje Kylea Pettyja i Jeffa Burtona?;HOT WHEELS;3
532;Koja se prašuma nalazi u sjeverozapadnom dijelu NP Plitvička jezera, na površini od 84 hektara i na prosječnoj nadmorskoj visini od oko 1000 metara? U njoj su prisutni svi razvojni stadiji sastavnica prašumskog ekosustava.;ČORKOVA UVALA;4
533;Koji je engleski kralj, jedini tamošnji monarh nadimka  "Veliki" i najmlađi Ethelwulfov sin, poznat po pobjedi nad Dancima i zauzimanju Londona 886. godine, kojima je osigurao anglosasko kraljevstvo? Reorganizirao je vojsku te izgradio prvu englesku flotu zbog čega je prozvan  "ocem engleske mornarice".;ALFRED Veliki;4
534;Kako se u fizici zove val kod kojega čestice sredstva titraju okomito na smjer širenja vala?;TRANSVERZALNI val;3
535;Kako se, po prezimenu španjolskog istraživača (1475.-1519.) koji je otkrio istočnu stranu Tihog oceana, zove uz američki dolar službeno sredstvo plaćanja u Panami?;BALBOA;5
536;U filmu Georgea Clooneyja iz 2005. godine prema istinitoj priči o TV novinaru i voditelju Edwardu R. Murrowu i njegovoj otvorenoj borbi protiv metoda zloglasnog senatora McCarthyja, kojom je rečenicom slavni Murrow završavao svoje emisije?;LAKU NOĆ I SRETNO (ime filma);4
537;Nakon odsluženja vojnog roka nekih članova benda, Haustor 1984. godine objavljuje svoj drugi studijski album s kojom političko-ekonomskom sintagmom od dviju riječi u naslovu?;TREĆI SVIJET;4
538;Koga je, poslije smrti u srpnju 1374. godine, talijanski humanist Coluccio Salutati proglasio većim prozaikom od Cicerona i slavnijim pjesnikom od Vergilija?;Francesco PETRARCA;4
539;Nazvan po satiru iz grčke mitologije kojega je bog Apolon živog oderao, kako se zove 150 metara dugi kip od PVC-a i čelika Anisha Kapoora u suradnji sa Cecilom Balmondom, najveća skulptura ikad napravljena za zatvoreni prostor?;MARSIJA (MARSIJAS);5
540;Koji Haydnov veličanstveni oratorij glazbenim jezikom opisuje događaje tijekom šest dana iz biblijske Knjige Postanka?;STVARANJE svijeta (Die SCHÖPFUNG);5
541;Kako se zvala indijska vladarska dinastija po kojoj je carstvo nazvano kojim je vladala od 4. do 6. stoljeća na području sjeverne Indije, a doba njezine vladavine klasično je razdoblje indijske književnosti i umjetnosti?;GUPTA;5
542;S kojom susjednom saveznom državom ime dijeli njujorška željeznička stanica koja je s gotovo šesto tisuća putnika dnevno najprometniji željeznički kolodvor na zapadnoj hemisferi?;PENNSYLVANIA;5
543;Kako se, znakovito, u snookeru naziva situacija kada jedan igrač  "sakrije" kuglu koju protivnik mora pogoditi na način da ne postoji ravna putanja do takve kugle, već suparnik mora tražiti zaobilazni put da bi je udario?;SNOOKER;4
544;Kako se naziva osoba u čijem se profilu preklapaju značajke introvertnog i ekstrovertnog tipa osobnosti?;AMBIVERT;4
545;Smješteni u Massachusettsu, New Yorku i Pennsylvaniji, pod kojim su zajedničkim imenom od dviju riječi poznati prestižni fakulteti Vassar, Wellesley, Mount Holyoke, Smith, Radcliffe, Bryn Mawr i Barnard, koji se tradicionalno smatraju  "ženskim fakultetima"?;SEDAM SESTARA / SEVEN SISTERS;4
546;Naziva se još i monopolom kupca, a pojavljuje se najčešće kod prometa nekih sirovina na lokalnim tržištima ili kada država ima isključivo pravo otkupa nekih proizvoda. Kako se u ekonomiji zove stanje na tržištu kada postoji samo jedan kupac za neku robu?;MONOPSON;5
547;Nastala u Kolumbiji krajem devedesetih, kako se zove oblik anticelulitne masaže koja se izvodi isključivo drvenim valjcima i rolerima različitih tekstura, posebno dizajniranima za tu namjenu, a čiji je cilj stimulacija limfnog sustava i cirkulacije?;MADEROTERAPIJA;5
548;Osim po nadimku  "Drakula", kako se još nazivao vlaški knez i turski vazal iz 15. stoljeća Vlad III., čiji drugi nadimak potječe od rumunjske riječi za onoga koji  "nabija na kolac"?;TEPES/CEPEŠ;5
549;Prema opsegu vulkanskog tufa u km3, erupcija Tambore bila je tridesetak puta slabija od erupcije kojega vulkana prije otprilike 75 tisuća godina? Ta se erupcija smatra najjačom eksplozijom na Zemlji u posljednjih 25 milijuna godina, a dogodila se na mjestu današnjeg istoimenog jezera na indonezijskom otoku Sumatri.;TOBA;5
550;Najpoznatiji po brojnim velikim domaćim djelima zabavne, ali i ozbiljne, uglavnom orkestralne glazbe, koji je skladatelj i gitarist 1961. godine utemeljio vokalno-instrumentalni sastav Dubrovački trubaduri?;Delo JUSIĆ;5
551;Koji je ugandski grad u naslovu filma Joséa Padilhe iz 2018. godine, istinitoj priči o tome kako su palestinski i njemački teroristi oteli zrakoplov na liniji Tel Aviv Pariz? Sedam dana poslije (4. srpnja 1976.) talačka je kriza naposljetku riješena djelovanjem izraelskih komandosa.;ENTEBBE;5
552;Za koju je vrstu kazališta, kojom se prekida tradicija i odbacuju stari scenski oblici, dramatičar i kazališni redatelj Antonin Artaud napisao manifest te uvelike doprinio razvoju žanra zbirkom eseja Kazalište i njegov dvojnik (Le Théâtre et son double)?;Kazalište OKRUTNOSTI;4
553;Uz NTSC i SECAM, kojim se troslovnim akronimom zove treći sustav analogne kromatske televizije kojim se definira način prijenosa i prijama boje u televizoru, koji je razvio Walter Bruch za Telefunken?;PAL (phase-alternating line);3
554;Mogućnosti su čega u naslovu jednog od najpoznatijih i najuspješnijih čeških animiranih filmova i remek-djelo češke i svjetske animacije četrnaestominutni film Jana Švankmajera iz 1982. godine?;DIJALOG;4
555;Protiv kojega je rimskog državnika i vojskovođe, jednog od članova Drugog trijumvirata i poraženog u Bitki kod Akcija, od 44. do 43. pr. Kr. Ciceron održao 14 gorljivih filipika kojima ga je silno razbjesnio?;Marko ANTONIJE;3
556;Kad je onuda prošao 1812. godine, koji je grad Napoleon prozvao  "Jeruzalemom Sjevera"?;VILNIUS;4
557;Koja se država nalazi u imenu pigmenta plave boje, poznatog kao kalcijev bakreni silikat, koji se tisućama godina koristio na području Sredozemlja, ali je prošašću Rimskog Carstva bio gotovo zaboravljen? Ta je boja ponovo otkrivena tek u 19. stoljeću, nakon što su znanstvenici pronašli tragove pigmenta u ruševinama Pompeja.;EGIPAT (egipatska plava);4
558;Koja je voćka iz porodice ružovki osnovni sastojak kotonjade, tradicionalne slastice hrvatskih primorskih krajeva koja se uglavnom priprema početkom jeseni?;DUNJA;4
559;Po kojoj je povijesnoj pokrajini na području između Hindukuša na jugu i gorskog lanca Hisara na sjeveru nazvana vrsta dvogrbe deve čija su prirodna staništa stepe središnje Azije?;BAKTRIJA;5
560;Kako se zvao prvi hrvatski gimnastičar koji je nastupio na Olimpijskim igrama (Amsterdam, 1928.) te osvojio brončanu medalju u ekipnom natjecanju nastupivši pod jugoslavenskom zastavom?;Dragutin CIOTTI;5
561;Koje je područje psihologije usmjereno na istraživanja naravi i podrijetla individualnih i skupnih razlika među ljudima u njihovim psihološkim i psihofiziološkim svojstvima?;DIFERENCIJALNA psihologija;4
562;Kako se zovu vrlo postojani vjetrovi koji u području od 30° sjeverno do 30° južno od ekvatora pušu tijekom cijele godine u istom smjeru donoseći hladniji zrak prema ekvatorijalnom pojasu niskoga tlaka, a ime im vjerojatno potječe od nizozemskog za  "prolaz "?;PASATI;4
563;Dijeleći ime s latinskim nazivom za rod zmija otrovnica, kako se zove čvor u sportskom ribolovu, čiji karakteristični završni izgled podsjeća na račvasti zmijski jezik?;VIPERA;5
564;Sargon Veliki poznat je po rušenju sumerskog kralja Ur-Zababe, ali i i po osnivanju koje dinastije, nazvane po novoj prijestolnici na lijevoj obali Eufrata, iz koje je kao prvi monarh novog carstva vladao na prijelazu iz 24. u 23. stoljeće pr. Kr.?;AKADSKA dinastija;5
565;Kako se zove uređaj koji se koristi u istraživanju i praćenju gledanosti TV programa, nastao tehnološkim osuvremenjivanjem metode tzv. dnevnika praćenja?;PEOPLEMETAR;4
566;Nazvan po konopima na koje se na tržnicama štipaljkama objese knjižice narodne poezije i priča iz narodne predaje u crno-bijelom tisku, najčešće popraćene drvorezima, kojim se terminom označava tip književnosti prisutan pretežno na sjeveroistoku Brazila?;Literatura de CORDEL;5
567;Kako se u antičkoj grčkoj vojsci zvao teško naoružan pješak, opremljen kratkim mačem, kopljem, štitom i kacigom?;HOPLIT;3
568;Dijeleći ime s petim najmnogoljudnijim gradom u Iranu, kako se zove sorta crnoga grožđa i marketinški naziv sorte syrah proizvedene za tržišta u Australiji, Južnoj Africi i Sjevernoj Americi?;SHIRAZ;5
569;Pod kojim je imenom poznatiji belgijski stripovski umjetnik, prezimena Huppen, najpoznatiji po postapokaliptičnom stripu Jeremiah iz 1979. godine?;HERMANN;4
570;Poznat kao  "afrički Bob Marley", reggae-pjevač Alpha Blondy (pravim imenom Seydou Koné) svoje politički i socijalno motivirane pjesme, osim na materinskom dioula, pjeva i na engleskom, francuskom, arapskom i hebrejskom jeziku. U kojoj je državi taj pjevač jedna od najvećih zvijezda i čije su pjesme od početka osamdesetih simbol otpora?;OBALA BJELOKOSTI;5
571;U kojoj je atletskoj disciplini bivša reprezentativka SSSR-a i Slovačke Galina Čistjakova 1988. godine u Sankt-Peterburgu postigla jedan od najdugovječnijih svjetskih rekorda?;SKOK U DALJ;5
572;Prema engleskom filozofu J. L. Austinu, utemeljitelju teorije govornog čina, koji je, uz lokuciju i ilokuciju, treći temeljni aspekt svakoga govornog čina, a posredovan je kazivanjem i podrazumijeva manipulaciju sugovornikom?;PERLOKUCIJA;5
573;Kako se zove umjetni, nesaharidni zaslađivač koji se koristi kao zamjena za šećer u nekoj hrani i piću, s oznakom APM, a u Europskoj uniji označava se kao E951?;ASPARTAM;4
574;U kojem se gradu na istoku Tunisa nalazi najveći sačuvani rimski amfiteatar izvan Europe, čija je ovalna unutrašnjost 1996. godine poslužila Nikeu za televizijsku reklamu"Good vs Evil", u kojoj su nogometaši Cantona, Ronaldo, Maldini, Figo i društvo odigrali utakmicu protiv demonskih ratnika?;El JEM/al-ĞAM / El DŽEM;5
575;Po kojem istraživaču i novinaru ime nosi treći najviši planinski vrh Afrike, 5109 metara visok vrh u gorju Rwenzori, poznat i kao Ngaliema?;Henry Morton STANLEY;5
576;Podrijetlom iz latinskog u značenju  "ustrajan ", koji je općeprihvaćeni talijanski naziv za višestruko ponavljanje nekoga glazbenog (ritmičkog, melodijskog ili harmonijskog) obrasca uz mijenjanje ostalih glazbenih parametara, a najčešće se javlja u basovskoj dionici i osim u klasičnim kompozicijama, prisutan je i u jazzu i popularnoj glazbi?;OSTINATO;5
577;Dijeleći naziv s kćerima morskog boga Forkija i Kete, kako se zvala umjetnička grupa koja je djelovala u Zagrebu od 1959. do 1966. godine, a okupljala je umjetnike Marijana Jevšovara, Julija Knifera, Duru Sedera, Josipa Vaništu, Ivana Kožarića, Miljenka Horvata te teoretičare Dimitrija Bašičevića Mangelosa, Radoslava Putara i Matka Meštrovića?;GORGONA;5
578;Kako se zvao dubrovački kroničar i prepisivač iz 16. stoljeća, najpoznatiji kao sastavljač opsežna zbornika ljubavne lirike s više od osamsto pjesama najstarijih dubrovačkih pjesnika, nazvana upravo po njemu?;Nikša RANJINA;5
579;Inspiriranu tada sedamnaestogodišnjom Heloísom Pinheiro, koju je pjesmu u kolovozu 1962. prvi put izveo João Gilberto u malom klubu u Riju de Janeiru, a engleska verzija njegove supruge i jazz-majstora Stana Getza postala planetarno popularna i 1965. godine bila nagrađena Grammyjem?;THE GIRL FROM IPANEMA / GAROTA DE IPANEMA;5
580;Najraširenija u Nizozemskoj te u manjoj mjeri u Njemačkoj i Francuskoj, kako se zovu zemljišta koja leže ispod razine susjednog mora, jezera ili rijeke, a od plavljenja su zaštićena nasipom?;POLDERI;5
581;Prema mjestu u kojem je izdan, kako se zove dokument hrvatske državnosti, kojim plemstvo Kraljevine Hrvatske potvrduje izbor nadvojvode Ferdinanda I. Habsburškog za hrvatskoga kralja?;CETINGRADSKA povelja;5
582;Kako se zvala danska seizmologinja i geofizičarka koja je 1936. godine mjerenjem seizmičkih valova prva zaključila da se Zemljina jezgra sastoji od dvaju slojeva čvrstog unutarnjeg i tekućeg vanjskog dijela kako bi proizvela seizmičke valove koji odgovaraju mjerenjima?;Inge LEHMANN;5
583;Prezimena gotovo istog kao ono našeg pjevača zabavne glazbe, kako se zvao sin talijanskog krojača i jedan od najznačajnijih francuskih modnih dizajnera (1933. 2019.) čija je istoimena modna kuća od osnutka 1965. godine omiljena u svijetu bogatih i slavnih?;Emanuel UNGARO;5
584;Od grčkih riječi za  "životinju " i  "bolest ", koji pojam predstavlja skupinu zaraznih bolesti, zajedničkih ljudima i pojedinim životinjskim vrstama, koje se mogu prenositi sa životinja na ljude i obratno? Uzročnici su virusi, bakterije, gljivice, praživotinje, a neke su od tih bolesti bjesnoća, leptospiroza, trihineloza, ebola, salmoneloza, tularemija.;ZOONOZA;5
585;Kako se na  "D " drugim imenom zove prizorna filmska glazba koja proizlazi iz izvora u fikcionalnoj naraciji, a oni mogu biti predočeni u obliku radija ili raznih razglasnih sustava te putem žive svirke gdje glazbenici izvode određenu glazbu?;DIJEGETSKA glazba;4
586;Nazvana prema izraelskom fizičaru rođenom u Meksiku, koji je koncept uveo u kontekstu termodinamike crnih rupa, kako se zove granica za količinu informacija koju fizički svijet može kodirati, a čija vrijednost nikada ne može biti veća od konstante (oko 2,5 x 1043 bita po metru i kilogramu) pomnožene masom i radijusom?;BEKENSTEINOVA granica (Jacob Bekenstein);5
587;Kojem se portugalskom pomorcu i istraživaču troslovnog prezimena pripisuje otkriće ušća rijeke Kongo te teritorija današnjih država Angole i Namibije?;Diogo CÃO;5
588;Po čuvenom francuskom slikaru rokokoa nazivan i  "Fragonardom Cipela", kako se zove francuski dizajner koji je dizajnirao obuću kraljici Elizabeti II. za njezinu krunidbu 1953., a klijenti su mu među ostalima bili Ava Gardner, Gloria Guinness te The Beatles? Vjerojatno mu je najslavnija kreacija ona za Christiana Diora, kad je 1955. godine kreirao potpeticu stiletto ojačanu tankom čeličnom šipkom koja je među ženama postala planetarno popularna.;Roger Henri VIVIER;5
589;Po kojem je reggae-glazbeniku, pravog imena Orville Richard Burrell, nazvana pravna strategija obrane pri kojoj optuženi negira kazneno djelo unatoč evidentnim i bjelodanim dokazima? Taj se pojam počeo koristiti zahvaljujući njegovoj pjesmi It Wasn't Me iz 2000. godine.;SHAGGY;3
590;Kako se zvao hrvatski jezikoslovac i prevoditelj, jedan od istaknutijih članova ilirskog pokreta te među njima jedini rođeni štokavac, čija je poznata rečenica  "Piši za oko, a govori za uši" dugo bila glavno obilježje književnojezične norme temeljene na morfonološkom pravopisu?;Vjekoslav (Alojzije) BABUKIĆ;5
591;Kako su se prezivali Abraham i njegovi sinovi Alfred i William, obitelj koja je imala najveći utjecaj na poslijeratno stanovanje u SAD-u, jer je njihova tvrtka izgradila na desetke tisuća pristupačnih kuća u predgradima i u potpunosti promijenila tamošnju kulturu obiteljskog života?;LEVITT;5
592;Nazvano po njemačkom biologu iz 19. stoljeća, kako se zove ekogeografsko pravilo prema kojemu su jedinke iste ili blisko srodne vrste toplokrvnih životinja u hladnijim područjima veće i teže, a one u toplijim područjima manje i lakše?;BERGMANNOVO pravilo;5
593;Pobjedom na Eurosongu 1995. godine u Dublinu duo Secret Garden izveo je pobjedničku pjesmu s najmanje teksta u povijesti natjecanja. Naime, u pjesmi Nocturne originalno je uz pratnju violine otpjevano točno 25 riječi na kojem jeziku?;NORVEŠKI;5
594;U Hrvatskoj najpoznatiji kao trener boksačke reprezentacije Banovine Hrvatske i izbornik reprezentacije NDH, kako se zvao boksač koji se tridesetih godina 20. st. doselio u Zagreb radi supruge Ruže i otvorio privatnu boksačku školu?;Jimmy LYGGETT;5
595;Kako se u rimskom pravu zove trajna zajednica muškarca i žene među robovima ili između roba i slobodne osobe, bez pravnih posljedica, za razliku od braka (matrimonij)?;KONTUBERNIJ/ CONTUBERNIUM;5
596;Bečki liječnik Franz Gall autor je pristupa prema kojem svako od urođenih mentalnih obilježja počiva u zasebnom organu na površini mozga, čija veličina odražava izraženost toga obilježja. Pod kojim je nazivom poznata ta pseudoznanstvena disciplina?;FRENOLOGIJA;4
597;Najpoznatiji po svom velikom hitu Another Chance iz 2001. godine, kako se zove dominikansko-američki house-DJ i producent koji je uz vlastite aranžmane velike uspjehe postigao i remiksovima pjesama Diane Ross, Kylie Minogue, Madonne, Maroon 5, No Doubt i Police?;Roger SANCHEZ;5
598;U kojem je mjestu blizu Udina 1797. godine potpisan mir izmedu Napoleona i Philippa von Cobenzla, predstavnika austrijske monarhije, kojim je Austriji pripao veći dio Mletačke Republike s gradom Venecijom, Istrom, kvarnerskim otocima, Dalmacijom i Bokom kotorskom?;CAMPOFORMIO;5
599;S četirima zlatnim i jednom srebrnom medaljom Natalie Geisenberger najuspješnija je olimpijka u kojem sportu, čija je krov-na organizacija poznata pod kraticom FIL?;SANJKANJE (FILFédération Internationale de Luge de Course);5
600;Koji se engleski termin, koji je 1954. skovala spisateljica Sylvia Wright ne razumjevši dobro posljednji stih iz 17-stoljetne škotske balade, koristi za fenomen višestrukog tumačenja neke pjesme najčešće zbog pjevačeva nerazgovijetna izgovora ili ih se pogrešno čuje zbog složenih struktura ritma pjesme? Poznat je primjer stih iz pjesme Purple Haze Jimija Hendrixa gdje se excuse me while I kiss the sky često pogrešno čuje kao excuse me while I kiss this guy.;MONDEGREEN (fraza laid him on the green zamijenjena izrazom Lady Mondegreen);5
601;U prijevodu"majka hraniteljica", kako glasi latinski naziv za sveučilište koje je netko pohađao i gdje se "zadojio" znanjem i sposobnostima?;ALMA MATER;3
602;U kojoj TV seriji jedan od dvojice glavnih likova kaže legendarnu rečenicu onom drugom: Don't worry, this time next year, we'll be millionaires."?;MUĆKE/ONLY FOOLS AND HORSES;1
603;Lik glumca Ruperta Everetta poslužio je kao inspiracija za grafičku obradu kojeg istraživača nadnaravnog, junaka stripa čiji je prvi broj izašao krajem 1986. godine?;DYLAN DOG;1
604;Koja je sveobuhvatna publikacija u ožujku 2012., 244 godine nakon prvog tiskanog izdanja, prestala s takvom vrstom objavljivanja i od tada je dostupna isključivo u digitalnom obliku?;Encyclopaedia BRITANNICA;4
605;lako nije u potpunosti utvrdeno potječe li iz vremena kineske dinastije Han ili iz Drugog punskog rata, kakva je zastava danas općenito prihvaćen znak predaje vojnih postrojbi, utvrda ili ratnih brodova?;BIJELA;1
606;S brojnim jezerima i močvarama kao utočištem za više od 300 vrsta ptica i 45 vrsta slatkovodnih riba, delta koje je rijeke najočuvanija u Europi i kao takva od 1991. nalazi se na UNESCO-ovu popisu svjetske baštine?;DUNAV;3
607;Koju je svjetski poznatu korporaciju u Billundu 1932. godine osnovao stolar Ole Kirk Christiansen, a koja zbog Velike ekonomske krize u početku nije imala značajnijih uspjeha?;LEGO;4
608;Škotski kemičar Joseph Black sredinom 18. stoljeća dokazao je da ljudi izdišu koji plin, nazvavši ga "fiksirani zrak"?;CO, (UGLJIKOV DIOKSID);1
609;Sa 70 posto teritorija ispod 500 mm padalina godišnje, koji je najsuši naseljeni kontinent? Od ukupno deset pustinja površinom je najveća Velika Viktorijina, a najmanja Pedirka.;AUSTRALIJA;4
610;Pod kojim je imenom poznata strateška igra na 1957. godine osmislio Albert Lamorisse, nazvavši je La Conquête ploči koju je du monde (Osvajanje svijeta)?;RIZIK;2
611;Znanstvenog imena Theraphosa blondi, pauk ptičar najveća je vrsta pauka na svijetu, koja može doseći masu do 170 g i sveukupnu dužinu do 30 cm. Uz navedena, pod kojim je biblijskim imenom najpoznatiji taj divovski pauk?;GOLIJAT;4
612;Ako nam je u šahovskoj partiji protivnik uzeo figuru "en passant", znači da smo ostali bez koje figure?;PJEŠAK;1
