Rbr;Tekst;Odgovor;Tezina
854;Kako je ime pjevačici prezimena Guðmundsdóttir, koja je od 1987. do 1992. godine bila vokal u rock-grupi Sugarcubes, nakon čega je započela uspješnu samostalnu karijeru?;BJÖRK;5
855;Pod kojim je kraćim imenom poznatiji Mića, mladić iz bogate seoske obitelji Dalmatinske zagore, u operi praizvedenoj 1935. godine?;ERO;5
856;Prema Evandelju po Mateju, Isus je u razgovoru s farizejima i pismoznancima rekao:"Doista, kao što je koji prorok bio u utrobi kitovoj tri dana i tri noći, tako će i Sin Čovječji biti u krilu zemlje tri dana i tri noći."?;JONA;3
857;Populariziravši naslovom internacionalno prihvaćen termin za ideju o integraciji multietničkih društava, kako se zove drama (originalni engleski naslov) Israela Zangwilla iz 1908. godine o imigrantskoj obitelji ruskih Židova te nadi glavnog lika o društvu oslobođenom etničkih podjela i mržnje?;The MELTING POT;4
858;Ako su tužitelji Melet, Anit i Likon, koji je čuveni filozof na "optuženičkoj klupi"?;SOKRAT;4
859;Osnovana u Londonu 1844. godine, koja je svjetska organizacija mladih, koja promovira kršćanska načela u razvoju zdravog tijela, uma i duha, opjevana u velikom hitu grupe Village People?;YMCA (Young Men's Christian Association);1
860;Koji je park prirode, smješten u području srednjeg toka rijeke Save, jedno od najvećih očuvanih prirodnih poplavnih područja u Europi te stanište za više od dviju trećina ukupne populacije ptica u Hrvatskoj?;LONJSKO POLJE;4
861;Osamdesetih godina prošloga stoljeća jedna od najozloglašenijih crnih propagandi" Sovjetskog Saveza bila je operacija INFEKTION kojom se tvrdilo da je američka vojska izumila koju bolest?;AIDS / SIDA;4
862;Kronološki nastao nakon Simfonije tisuće, Mahlerov opsežni orkestralni ciklus na tekstove iz kineske lirike Pjesma o zemlji nije nazvan simfonijom zbog skladateljeva praznovjernog straha da će mu koja po redu simfonija biti, kao i Beethovenu, posljednja?;DEVETA;4
863;S obilježjima američkog nogometa, košarke i nogometa, ultimate je sport u kojem je cilj u protivničkoj gol-zoni uhvatiti koji "leteći" rekvizit?;FRIZBI/ leteći DISK;4
864;Koji mišić ljudskog tijela čine caput longum, caput mediale i calaterale? put;TRICEPS brachii / TROGLAVI mišić;3
865;Koju je strojnicu početkom pedesetih konstruirao Uziel Gal patentiravši potpuno nov dizajn oružja koje koristi pištoljsko streljivo kalibra 9 mm te ima spremnik streljiva u samom rukohvatu?;UZI;3
866;S položajem blizu mjesta Chicxulub po kojemu je dobio ime, ovaj udarni krater promjera oko 200 kilometara smatra se jednim od najvećih udara nebeskih tijela u povijesti Zemlje, a nalazi se na kojem poluotoku?;YUCATAN;4
867;Prema Maxwellovoj teoriji elektromagnetizma, koja je prirodna konstanta povezana s drugim dvjema prirodnim konstantama, dielektričnom permitivnošću vakuuma (E) i magnetskom permeabilnošću vakuuma (4)?;BRZINA SVJETLOSTI;4
868;Nagrada Teddy za filmove vezane uz LGBT tematiku dodjeljuje se u sklopu berlinskog filmskog festivala od 1987. godine. Prvi je dobitnik španjolski film Zakon žudnje kojega slavnog redatelja?;Pedro ALMODÓVAR;5
869;Kojim se germanizmom označava način gradnje stambenih i poslovnih objekata kod kojeg se objekt dovede do odredenog stupnja završenosti, a kupac preuzima dovršavanje?;ROH BAU;5
870;Djelo kipara Ive Kerdića, statua koje zlatarove kćeri od 1929. godine stoji u niši Kamenitih vrata, blizu kojih je u poznatom romanu bila kuća njezina oca?;DORA Krupićeva;5
871;Priča Bizetove opere Biserari (Les Pêcheurs de perles) smještena je u strogim pravilima odredeno kastinsko-svećeničko društvo kojega otoka u Indijskom oceanu?;ŠRI LANKA;5
872;U trbuhu dječaka Hugha Apistona iz romana Dom gospodice Peregrine za čudnovatu djecu žive koji kukci iz reda opnokrilaca, s kojima on komunicira i upravlja njima?;PČELE;5
873;Kao prvi ulični festival u Hrvatskoj, kako se zove festival koji okuplja profesionalne i amaterske umjetnike iz cijelog svijeta od glazbenika raznih žanrova do uličnog teatra i multimedijalnih izvedbi te varaždinsku povijesnu jezgru pretvara u umjetničku radionicu u kojoj sudjeluju i posjetitelji i umjetnici?;ŠPANCIRFEST;3
874;Nakon Annapurne I najsmrtonosniji "osamtisućnjak", koji je planinski vrh u siječnju 2021. postao posljednji od četrnaest najviših osvojen zimi?;K2;4
875;Koji je irski fotograf krajem 2012. godine na istoku DR Konga dokumentirao gradanski rat uz pomoć posebnog infracrvenog filma Kodak Aerochrome, stvorivši kolekciju Infrafascinantne fotografije ružičastih i grimiznih nijansi?;Richard MOSSE;5
876;Po kojem je rimskom caru nazvan dekret službenog imena Rušenje na teritoriju Reicha, Hitlerova naredba iz ožujka 1945. o potpunom uništenju njemačke infrastrukture kako bi se spriječilo da je koriste savezničke snage u slučaju prodora duboko unutar Njemačke?;NERON;5
877;Medu starosjedilačkim glazbenim kulturama koje se države ističu područje Nguni, područje naroda Sotho i Tswana, zatim naroda Venda te područje naroda Tsonga?;REPUBLIKA JUŽNA AFRIKA;5
878;Koji je petoslovni pojam, prvi put spomenut u književnom djelu, izveden iz češke riječi u značenju prisilni rad" ili "poslušnost"?;ROBOT;4
879;Nazvana prema sjedištu metropolitanske londonske policije, kako se zove igra na ploči u kojoj igrači detektivi pokušavaju locirati bjegunca na ulicama Londona slijedeći tragove koje ostavlja u javnom prometu?;SCOTLAND YARD;1
880;Kako bi se spravio koktel Tuxedo, potrebno je pomiješati džin, suhi vermut, liker Maraschino, Orange bitter i koje još jako alkoholno piće?;APSINT;4
881;Osobito primjenjiva u ekonomskom ponašanju raznih subjekata, kako se zove grana primijenjene matematike koja se bavi formalizacijom i analizom procesa odlučivanja više racionalnih osoba u uvjetima njihovih usuglašenih interesa ili konflikata, ali i u okolnostima rizika i neizvjesnosti?;TEORIJA IGARA;4
882;Dok kod jedinstvenog indifikatora knjiga (ISBN) treće slovo označava riječ book, kod standardnog broja serijskih publikacija (ISSN) serial, koju englesku riječ označava slovo "M" u jedinstvenom identifikatoru ISMN?;MUSIC (International standard music number);3
883;Latinskog naziva vis maior, kako u pravu zovemo događaj ili okolnost koja nastaje izvan sfere djelovanja subjekta i neovisno o njegovoj volji, ne može se predvidjeti ni izbjeći?;VIŠA SILA;4
884;Uvozeći velike količine pijeska, koja država planski nasipa okolno more čime doslovno raste od šezdesetih godina površina joj se od 580 km2 povećala za gotovo četvrtinu?;SINGAPUR;5
885;Za potrebe širenja kršćanstva među moravskim Slavenima, sredinom kojega je stoljeća glagoljica nastala kao pismo slavenskog prijevoda grčkih liturgijskih tekstova?;9. stoljeće;4
886;U kojem su filmu iz 2003. godine, temeljenu na romanu Dennisa Lehanea, Sean Penn i Tim Robbins osvojili Oscara za glavnu i sporednu mušku ulogu zahvaljujući čemu je postao prvi film nakon Ben Hura koji je osvojio obje navedene nagrade?;MISTIČNA RIJEKA;4
887;Dodamo li nazivu visoke institucije vlasti jedan samoglasnik, dobit ćemo četveroslovno ime bizantskog enciklopedijskog leksikona iz 10. stoljeća, opsežna i važna izvora informacija o antičkom svijetu. Kako se zove taj leksikon?;SUDA;5
888;Što se to vraća kući" u početnim stihovima pjesme Three Lions liverpulskog rock-benda Lightning Seeds u suradnji s Davidom Baddielom i Frankom Skinnerom, prigodno objavljene u kasno proljeće 1996. godine?;NOGOMET;4
889;Prema talijanskom za "šalu", kako se zove dramsko-scenska vrsta koju odlikuje hipertrofirana i grubo karikaturalna komika, u kojoj se na osobit način raskrinkavaju mane i nedostaci društva i pojedinca?;BURLESKA;5
890;Koji je rimski filozof i književnik iz 1. stoljeća autor brojnih moralno-filozofskih spisa, među kojima se ističu glasovita Moralna pisma Luciliju, filozofski eseji iz područja praktične etike, koji se odlikuju kratkim, dotjeranim rečenicama, duhovitim sentencijama ili neočekivanim antitetičkim obratima?;Lucije Anej SENEKA;5
891;Nakon što su ga 1977. godine Steve Rubell i Ian Schrager otvorili i nazvali po ulici u kojoj se nalazio, koji je broj bio u imenu legendarnog njujorškog noćnog kluba, poznatog okupljališta "sex, drugs and disco"?;54 (Studio 54);4
892;Vladajući u drugoj trećini 14. stoljeća, Kazimir III. Veliki bio je posljednji poljski kralj iz koje dinastije?;PJASTOVIĆI;5
893;Poigravši se naslovom svog uspješnog političkog dokumentarca iz 2004., kako je Michael Moore naslovio dokumentarni film o političkom životu Donalda Trumpa iz 2018. referirajući se na datum proglašenja njegove pobjede na američkim predsjedničkim izborima 2016. godine?;FAHRENHEIT 11/9;5
894;Lansirana u rujnu 1977., kako se zove NASA-ina svemirska sonda koja je obišla vanjske planete i zatim se spustila u međuzvjezdani prostor, a od 1988. godine sve do danas kad je od Zemlje udaljena oko 146 AJ smatra se najudaljenijim objektom u svemiru napravljenim ljudskom rukom?;VOYAGER 1;5
895;Krajem 2017. godine na UNESCO-ov popis nematerijalne kulturne baštine u Europi upisano je umijeće pizzaiuola (pizza-majstora) iz kojega grada?;NAPULJ;4
896;Poznati i kao francuski kalvinisti, kako su se jednim imenom od 1560. godine zvali francuski protestanti čijih je dvadesetak tisuća pripadnika stradalo u Bartolomejskoj noći?;HUGENOTI;5
897;Registriran u Liberiji, a u vlasništvu norveške tvrtke Sig. Berd.y., teretni brod Berge Istra, koji se nazivalo i "jugoslavenskim Titanicom, misteriozno je nestao u Tihom oceanu početkom 1976. godine, a izgrađen je tri godine ranije u kojem hrvatskom brodogradilištu?;ULJANIK;5
898;Koji je popularni američki rock-bend nazvan po strogom srednjoškolskom profesoru tjelesne kulture, koji je predavao nekim članovima grupe? Zanimljivo je da su nazivom debitantskog albuma iz 1973. godine objasnili" kako se izgovara ime grupe.;LYNYRD SKYNYRD;5
899;Koliko bodova donosi svaka od petnaest ubačenih crvenih kugli u partiji snookera?;JEDAN;5
900;Nazvan prema susjedu Homera Simpsona koji je od umjerenog i pristojnog kršćanina postao fundamentalni vjernik, kako se zove proces u kojem likovi u TV serijama od svojih početnih blagih osobina njihovim pretjerivanjem na kraju postanu groteska samih sebe?;FLANDERIZACIJA (Ned Flanders);3
901;Popularna u SAD-u između dva svjetska rata, kako se zove sociološka škola poznata po istraživanjima svih aspekata života u gradovima (urbana sociologija), koja ime dijeli sa skupinom arhitekata s početka 20. stoljeća i smjerom suvremene ekonomske misli, predvodene F. A. Hayekom i Miltonom Friedmanom?;ČIKAŠKA škola;5
902;Najpoznatiji po zbirkama pripovijedaka Dućani cimetne boje i Sanatorij pod klepsidrom, Bruno Schulz jedan je od najznačajnijih europskih meduratnih autora kratke proze i velikan književnosti kojega jezika?;POLJSKI;5
903;Kojom su riječju povezanom s tamošnjim jezikom, a koja se i danas koristi kako bi se opisali moćni birokrati bilo gdje u svijetu, portugalski putnici tijekom dinastije Ming nazivali visoke kineske dužnosnike?;MANDARINI;5
904;U lingvističkoj tipologiji koji je raspored subjekta (S), objekta (O) i predikata (V) u rečenici zastupljen u samo 3 posto svjetskih jezika, a uključuje algonkinsku i maipuransku porodicu jezika, majanske jezike, malgaški, fidžijski, palauanski i sumatranski toba batak?;VOS (predikat-objekt- -subjekt);4
905;Smješten u južnom Atlantskom oceanu, koji se otok smatra geografski najizoliranijim na svijetu jer je od antarktičkog kopna udaljen oko 1700 km, a od jugozapadne obale Republike Južne Afrike oko 2600 km? Najbliže mu je naseljeno mjesto na 2250 km otočje Tristan da Cunha.;BOUVET;5
906;Nakon braka s nogometašem Johnom Devineom, bivša miss Irske Michelle Rocca udala se sredinom devedesetih za kojega šesnaest godina starijeg sjevernoirskog kantautora, s kojim se pojavila i na coveru njegova albuma Days Like This?;George Ivan „Van" MORRISON;5
907;Cecilie Leganger jedina je vratarica proglašena najboljom rukometašicom na svijetu (2001.) i jedna od pet igračica iz svoje zemlje s tom nagradom. Za reprezentaciju koje je države nastupala ta, tamošnja najbolja rukometašica svih vremena?;NORVEŠKA;5
908;Kako nazivamo ribe koje većinu života provode u moru, a na mriješćenje odlaze u slatke vode? Najpoznatiji je primjer losos.;ANADROMNE;5
909;Kako se u židovstvu naziva sedmodnevno tugovanje nakon smrti, tijekom kojega prijatelji i znanci dolaze u pokojnikov dom izraziti sućut najbližima, ako znamo da je istog imena i jedno hinduističko božanstvo?;ŠIVA;4
910;Posebno popularna tijekom Drugog zaljevskog rata, pjesma B.O.B. iz 2000. godine izazvala je mnogo reakcija, tako da je dvojac iz Outkasta morao objašnjavati da je bombardiranje kojega grada samo metafora o nedostatku potpune posvećenosti mnogih u glazbenoj industriji?;BAGDAD (Bombs Over Baghdad);5
911;Kako se zove drama Chena Kaigea, prvi film na kineskom jeziku nagraden Zlatnom palmom, čija je radnja smještena u turbulentno razdoblje kineske povijesti od ranih dana republike do događaja poslije revolucije koja je neko vrijeme bila zabranjena u Kini zbog prikaza homoseksualnosti, samoubojstva i nasilja komunističkog režima?;ZBOGOM, MOJA KONKUBINO;5
912;Kako se prezivao diplomat i učenjak koji je prvi donio duhan u Francusku 1560. godine te zagovarao njegovo korištenje u medicinske svrhe smatrajući da pušenje pomaže u borbi protiv nekih bolesti, osobito kuge?;Jean NICOT de Villemain (po njemu je nazvan nikotin);5
913;Koji romanski jezik arhaičnog obilježja razlikuje četiri osnovna narječja: kampidansko, sasarsko, galursko i logudorsko?;SARDSKI (jezik Sardinije);5
914;U kojem su sportu, od uvođenja u olimpijski program za žene 2000. godine, pobjednice redom bile reprezentativke Australije, Italije, Nizozemske i tri SAD-a? puta;VATERPOLO;5
915;Dijeleći ime s jednom temperaturnom ljestvicom, koji su drvenasti muški parfem 1988. godine za Dior kreirali Jean-Louis Sieuzac i Michel Almairac?;FAHRENHEIT;3
916;Poznat i kao Baby cha-cha, kako se zove viralna videosnimka s 3D animacijom bebe i glazbenom podlogom benda Blue Swede, koja je preko masovnih medija u drugoj polovici devedesetih postala jedan od najranijih internetskih fenomena?;DANCING BABY/ OOGACHAKA BABY;4
917;Osvajanjem zlata Flore Duffy u triatlonu, koji je britanski prekomorski teritorij u ljeto 2021. godine postao brojem stanovnika (oko 70 tisuća) najmanji sudionik Olimpijskih igara sa zlatnom medaljom?;BERMUDA;5
918;Nazvan po slavnom matematičaru i pioniru računalstva, kako se zove test objavljen u njegovu radu Računalna tehnologija i inteligencija iz 1950. kojim se određuje mogu li računala razmišljati kao ljudska bića na temelju njihova uspjeha u određenim vrstama igara imitacije?;TURINGOV test;3
919;Nagrađen na berlinskom festivalu, film Živjeti (Ikiru) Akire Kurosawe iz 1952. godine, o osamljenom činovniku tokijskog Odjela za pritužbe koji sazna da boluje od raka i da mu preostaje još možda godina života, psihološka je drama nadahnuta kojom Tolstojevom pripovijetkom?;SMRT IVANA ILJIČA;5
920;Od navedenih, u kojoj se bacačkoj disciplini ne natječu atletski desetobojci: bacanje kugle, bacanje kladiva, bacanje koplja ili bacanje diska?;Bacanje KLADIVA;4
921;Koja je višeglasna skladba svjetovnog sadržaja – razvijena pretežno u Italiji od 14. do 17. stoljeća u nazivu jednog od prvih hrvatskih zborova sa školovanim pjevačima, komornog zbora (1930. 1941.) opsežnog repertoara koji je utemeljio Mladen Pozajić?;MADRIGAL;5
922;Uz demonstrativnu i senzitivnu, koja je prema Johnu Lockeu treća vrsta spoznaje, najviša, najjasnija i najsigurnija, a sastoji se od neposrednog opažanja, slaganja ili neslaganja dviju ideja?;INTUITIVNA spoznaja;5
923;Od latinskog za "lûk" i "gredu", kako se u antičkom graditeljstvu zvao jedan od triju osnovnih elemenata trabeacije (druga su dva friz i završni vijenac), donja od triju vodoravnih kamenih greda koje počivaju na kapitelima stupova, a nose konstrukciju krova?;ARHITRAV;5
924;Prve zlatne ploče diskografske su kuće dodjeljivale izvođačima kako bi obilježile milijun prodanih primjeraka. Prvo izdanje ikada nagrađeno zlatnom nakladom bio je singl Chattanooga Choo Choo, skladba koju je 1941. u mjuziklu Sun Valley Serenade sa svojim orkestrom izveo koji čuveni trombonist?;Alton Glenn MILLER;5
925;Koje je more najzapadniji dio Sredozemnog mora, a proteže se od obala južne Spanjolske do sjevera Maroka i Alžira te je Gibraltarskim vratima odvojeno od Atlantskog oceana?;ALBORANSKO more;5
926;Od perzijskog "pad-zahr" za istjerivanje otrova", kako se zove tvar, djelomično probavljena nakupina iz želuca nekih preživača, za koju se vjerovalo da ima moć neutralizacije otrova? Iako je nekada tražena kao protuotrov, također se smatrala izvrsnim sredstvom za čišćenje krvi i mokraćnih putova.;BEZOAR;5
927;Neslužbeno poznato i kao Crolimpijada, kako se zove amatersko sportsko natjecanje u kojem sudjeluju Hrvati i njihovi potomci iz cijeloga svijeta, predstavljajući države u kojima žive?;HRVATSKE SVJETSKE IGRE;3
928;Odjevne kreacije libanonskog modnog dizajnera Elieja Saaba odlikuje jedinstvena fuzija istočnjačke tradicije i zapadnjačkog modernizma, a aduti su mu skupe tkanine, čipka, drago kamenje, kristali Swarovski, biseri i precizni vez. U svijetu visoke mode poznat je po tome što se specijalizirao za koje odjevne predmete?;VJENČANICA;4
929;Koji su politički dokument 1848. godine u suautorstvu objavili sin apostatskoga židovskog odvjetnika iz Porajnja i nasljednik vlasnika wuppertalske predionice pamuka?;KOMUNISTIČKI MANIFEST (Marx i Engels);5
930;Koji je fiktivni lik i junak romana Mihaila Ljermontova nazvan prema rijeci dugoj 1809 km duljinom šestoj u Europi?;PEČORIN (rijeka Pečora);5
931;Iako je njegov izum drugima donio milijune zarade, on sam je umro ostavivši iza sebe dugove. Ironično, više je zaradio od knjige Gum-elastic and Its Varieties (1853.) u kojoj je detaljno opisao pronalazak i upotrebu procesa vulkanizacije, nego od saotkrića. Tko je bio taj izumitelj i samouki kemičar?;Charles GOODYEAR;5
932;Izvođeno uz pratnju lire ili lutnje, kako se prema venecijanskom za "jutarnju pjesmu" zove grčko narodno glazbeno umijeće, osobito rašireno na području Krete?;MANTINADA;5
933;Rođeni Hvaranin, koji je glumac i redatelj te jedan od začetnika kinematografije u FNRJ zaslužan za potpuno očuvanje teksta Kovačićeve Jame, koju je kao partizan čitao ranjenicima Prve proleterske brigade? Prema vlastitom scenariju režirao je prvi jugoslavenski poslijeratni dugometražni igrani film Slavica (1947.).;Vjekoslav AFRIC;5
934;Smješten na samom sjeveru Australije, kako se zove nacionalni park s UNESCO-ova popisa svjetske baštine Australije i Oceanije, koji ime dijeli s jednom vrstom tamošnje ptice?;KAKADU;5
935;Poznato kao "lanena knjiga", platno s oko 1130 riječi, sačuvano u pet naknadno izrezanih traka kojima je bila omotana egipatska mumija, najdulji je sačuvani rukopis na etrurskom jeziku, a nalazi se u Arheološkom muzeju kojega grada?;ZAGREB;5
936;Kako jednim imenom zovemo biljke koje žive na lužnatim tlima, gdje je pH-vrijednost izmedu 6,5 i 7,5, a medu koje se ubrajaju, primjerice, blitva i pšenica?;BAZOFILNE/ VAPNENAČKE;4
937;Koja je ukrajinska atletičarka u Göteborgu 1995. s 15,50 metara postavila svjetski rekord u ženskom troskoku srušen 26 godina kasnije u Tokiju? U Atlanti sljedeće godine pobijedila je nešto kraćim skokom i postala prva žena s olimpijskim zlatom u troskoku.;Inessa KRAVETS;5
938;Kako se zove udubljenje na površini Zemlje ispunjeno vodom, kojemu je površina vode iznad morske razine, a dno ispod nje? Najpoznatiji je primjer Bajkalsko jezero.;KRIPTODEPRESIJA;3
939;Naslov stripa Watchmen djelomično se odnosi na citat kojeg rimskog satiričara navedenog u njegovim Satirama (Satira VI, stihovi 347-348) Quis custodiet ipsos custodes?" ("Tko će čuvati čuvare"?), kojim se izražava nepovjerenje u sposobnost ili poštenje onih koji nadziru druge?;Decim Junije JUVENAL;5
940;Kakvo je kazalište u terminu koji je skovao poljski redatelj Jerzy Grotowsky kako bi okarakterizirao svoj stil režije zasnovan na krajnjoj štedljivosti scenskih sredstava i gdje je najvažniji odnos glumca i publike?;SIROMAŠNO;4
941;Emitiran jednom mjesečno u kasnom večernjem terminu početkom sedamdesetih, kako se zvao prvi hrvatski talk show redatelja i urednika Angela Miladinova, u kojemu su gostovale najpoznatije osobe iz javnog i društvenog života? Možda nije slučajno što je za glazbenu podlogu izabrana Mozartova slavna Serenada br. 13 u G-duru.;MALI NOĆNI RAZGOVORI;4
942;Objavljena početkom 1956. godine, koja je pjesma Elvisa Presleyja inspirirana novinskim izvještajem o samoubojstvu čovjeka koji je prije skoka kroz hotelski prozor ostavio oproštajnu rečenicu: "I walk a lonely street."?;HEARTBREAK HOTEL;4
943;Psihološkoj drami Hazarder (The Hustler) Roberta Rossena često se pripisuje zasluga za oživljavanje zanimanja za kojom sportskom igrom, s obzirom na to da glavni junak (Paul Newman) cijeli život gradi upravo na njoj i nastoji se dokazati kao najbolji američki igrač tako što će poraziti legendarnog "Minnesota Fatsa"?;BILIJAR;4
944;Od latinske složenice za "suvlasništvo", kako se zove područje pod vlašću i upravom dviju ili više država na temelju medunarodnog ugovora? Poznatiji su primjer iz prošlosti Novi Hebridi koji su od 1980. godine država Vanuatu, kada su stekli neovisnost od Ujedinjenog Kraljevstva i Francuske.;KONDOMINIJ;5
945;Kako se zove sposobnost poduzeća da raspoloživim novčanim sredstvima podmiri sve svoje dospjele obveze plaćanja u rokovima njihova dospijeća?;SOLVENTNOST;3
946;Godine 1972. Državna banka Kanade izdala je novu seriju novčanica od 5 dolara koje na poleđini imaju nacrtano vitlo na ribarskom brodu, revolucionarni patent kojeg hrvatsko-američkog izumitelja, rođenog 1904. u Sumartinu na Braču?;Mario PURATIĆ/ PURETIC;5
947;Od latinskog u značenju veći" ili "poveći", kako se zove najstariji tip grčkog i latinskog pisma, u kojem su sva slova iste veličine? Tome tipu pisma pripadaju latinska kapitala (kvadratna i rustična, I. V. st.), latinska (IV. VII. st.) i grčka uncijala (V. IX. st.), hrvatska glagoljica i ustavna ćirilica.;MAJUSKULA;5
948;U kojem se serijalu videoigara pojavljuje Sonya Blade, jedan od prvih ženskih borbenih likova u povijesti videoigara?;MORTAL KOMBAT;2
949;Teorija da je tijelo samoodrživo u prostoru te da je za održavanje stanica na životu potrebna jedino svjetlost zagovaraju konzumenti koji ne jedu i ne piju i žive isključivo od svjetlosti i zraka, a vjerojatno je najpoznatiji sljedbenik te "prehrambene" filozofije Victor Truviano. Kako se zove taj način "prehrane", poznat i kao "suhi post"?;BRETARIJANSTVO;5
950;Polusatnu sjednicu vlade koje je otočne države u listopadu 2009. predsjednik Mohammed Nasheed održao šest metara pod morem kako bi svjetskim liderima ukazao na klimatske promjene koje bi mogle pogoditi tu državu?;MALDIVI;4
951;U čast kojega je kantautora i pripadnika tzv. "denovske škole" nadomak pulske Arene u rujnu 2008. postavljena skulptura Noina arka, nazvana po njegovoj pjesmi L'arca di Noe o egzodusu pulskih Talijana u Italiju 1947. godine brodom Toscana, koji je postao talijanskim simbolom napuštanja Istre?;Sergio ENDRIGO;5
952;Dijelom po izrazu za lijenčinu ili zabušanta u engleskom jeziku, kojom se stopljenicom pejorativno naziva digitalni aktivizam na društvenim mrežama jer se često ograničava na deklarativnu podršku koja ne zahtijeva nikakav napor?;SLACKTIVISM/ SLACKTIVIZAM;3
953;Rođen kao Henry St. Clair Fredericks, pod kojim umjetničkim imenom, koje dijeli s poznatom gradevinom iz 17. stoljeća, nastupa taj blues-multiinstrumentalist, nagrađen Grammyjem za albume Señor Blues i Shoutin' in Key?;TAJ MAHAL;5
954;Koji pridjev krasi viteza Don Quijotea u originalnom naslovu romana? Može hrvatski, ali naravno i španjolski pridjev.;BISTRI vitez / El INGENIOSO hidalgo;5
955;Drugi najprometniji granični prijelaz na svijetu nakan GP San Ysidro-Tijuana te najprometniji u Europi nalazi se na bugarsko-turskoj granici, a čvorište čine Kapitan Andreevo s bugarske strane te koji granični prijelaz s turske strane, smješten u provinciji Edirne, na krajnjem zapadu Turske i čini oko 40 posto cjelokupnih cestovnih prijelaza kroz Tursku?;KAPIKULE;5
956;Kako se u rimskoj mitologiji zove demon noćne more, a prema srednjovjekovnom praznovjerju muški demon koji opći s vješticama?;INKUB (INCUBUS);5
957;Europska unija priznala je nedozreli, slani sir halloumi kao tradicionalni proizvod jedne zemlje, stoga je službeno halloumi samo onaj koji je napravljen u kojoj državi?;CIPAR;5
958;Na kojem su stadionu u travnju 1989. godine utakmicu polufinala FA kupa započeli Liverpool i Nottingham Forest susret koji će zbog gotovo stotinu preminulih i više od sedamsto ozlijedenih ljudi biti završen tek tri tjedna kasnije na Old Traffordu?;HILLSBOROUGH;5
959;Nazvan prema Tezejevoj ženi koja se zaljubila u svog pastorka Hipolita, zbog kojega se naposljetku i ubila, kako se neslužbeno zove kompleks koji najčešće označava seksualnu privrženost pomajke prema pastorku/posinku?;FEDRIN kompleks;5
960;Na kojem je popularnom glazbenom streaming-servisu tvrtka Barilla početkom 2021. godine otvorila profil s nekoliko glazbenih lista kako bi korisnici te platforme slušanjem pjesama odredili točno vrijeme kuhanja raznih vrsta tjestenine?;SPOTIFY;3
961;Kojim se sportom bavio prvi hrvatski stjegonoša na olimpijskim igrama uopće, koji je nosio zastavu na otvaranju Zimskih olimpijskih igara u Albertvilleu 1992.?;UMJETNIČKO KLIZANJE (Tomislav Čižmešija);5
962;Po kojem je austrijskom pedijatru imenovan infantilni refleks koji se najčešće javlja kao reakcija djeteta na snažnu buku ili osjećaj pada, a obično uključuje plač, retrofleksiju vrata te iznenadno širenje i povlačenje ekstremiteta?;Ernst MORO;5
963;Kao prva osoba u povijesti u izravnom televizijskom prijenosu, što je to u srpnju 1974. godine učinila Christine Chubbuck, američka televizijska reporterka čiji je život prikazao redatelj Antonio Campos u biografskoj drami Christine?;SAMOUBOJSTVO;3
964;Kako se prema njemačkom sveučilišnom gradu pokraj kojega su 1907. godine pronadeni ostaci, učestalije zove izumrla vrsta roda Homo koja se ponekad naziva i Homo rhodesiensis?;HOMO HEIDELBERGENSIS / HAJDELBERŠKI ČOVJEK;5
965;Koje je umjetničko razdoblje u naslovu kratkog igrano-dokumentarnog filma Oktavijana Miletića o životu grofa Janka Draškovića, koji je zajedno s propagandnom Stražom na Drini 1942. godine predstavljao NDH na venecijanskoj Mostri?;BAROK;4
966;Uz to što je najzaslužniji za pojavu igračaka Transformers na američkom tržištu, koji je poljsko-američki izumitelj i kockar patentirao "hole cam", kameru koja omogućuje televizijskim gledateljima pogled na karte igrača pokera kad su okrenute prema dolje?;Henry ORENSTEIN;5
967;Iz koje je države country-bend Bering Strait, aktivan od 1996. do 2006. godine, a čije su se pjesme s debitantskog albuma mogle čuti i u televizijskoj seriji Alias (2001. 2006.)?;RUSIJA;5
968;Nazvane po brdu iznad glavnoga grada Ugande na kojem se nalaze, kako se zovu kružne grobnice sa slamnatim krovom u koje su pokapani kabake (kraljevi Bugande), a od 2001. godine nalaze se na UNESCO-ovu popisu svjetske baštine u Africi?;Grobnice KASUBI;5
969;"Dubrovački lakat", zakonita jedinica duljine Dubrovačke Republike, bio je odreden duljinom desne ruke na kipu kojega viteza?;ORLANDO;5
970;Kojim se dvjema latinskim riječima zvao službeni stav poglavara Katoličke crkve koji je 1868. uveo Pio IX., a u slobodnoj bi interpretaciji značio da se ne preporučuje" sudjelovanje rimokatoličkih vjernika u Italiji u bilo kakvom obliku političkog života, pa ni na slobodnim izborima? Tu je politiku ukinuo 1919. godine papa Benedikt XV. dajući podršku Narodnoj stranci (Partito Popolare Italiano).;NON EXPEDIT;5
971;Kako se zove fizikalna veličina definirana kao količnik jačine električne struje i napona, oznake G te mjerne jedinice simens?;ELEKTRIČNA VODLJIVOST;2
972;Iako je zapravo slano, koje "okusno" ime nosi veliko jezero izmedu sjevernog i južnog dijela Sueskog kanala, koje često brodovima služi za promjenu položaja ili okretanje?;GORKO (Veliko gorko jezero);5
973;Roden u Le Mansu, koji je engleski kralj nosio naslov kralja Engleske (King of England), za razliku od dotadašnjeg kralja Engleza (King of the English) te je prvi iz dinastije Plantagenêt koji je vladao cijelom Engleskom?;HENRIK II.;4
